Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
25-34 years old,Man,Prefer not to say,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,India,"Employed, full-time","Developer, front-end;Developer, mobile;Project manager;Product manager",Indian rupee,INR,,Monthly,,7,7,Linux-based;macOS,Elasticsearch;MongoDB;Firebase Realtime Database,Cloud Firestore;MySQL;SQLite,Angular;Angular.js;Flask;Node.js;React.js,Angular;Node.js,,HTML/CSS;Kotlin,AWS;Firebase;Google Cloud,AWS;Firebase;Google Cloud,2022
25-34 years old,Man,Prefer not to say,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications;Educator",European Euro,EUR,,Monthly,,5,2,Windows,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,ASP.NET Core ;Blazor,ASP.NET Core ;Blazor;React.js,C#,C#,,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",Indian rupee,INR,4000000.0,Yearly,51589.0,13,11,macOS;Windows,Elasticsearch;MongoDB;PostgreSQL,Elasticsearch;MongoDB;MySQL;PostgreSQL,Angular;ASP.NET Core ;Blazor,Angular;Angular.js;ASP.NET Core ;Laravel;React.js,C#;TypeScript,C#;Java;JavaScript;TypeScript,Microsoft Azure,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",USA,"Independent contractor, freelancer, or self-employed;Employed, part-time","Developer, full-stack;Developer, back-end;Student;Educator",United States dollar,USD,42000.0,Yearly,42000.0,15,12,Linux-based;Windows,MongoDB;MySQL;SQLite,MongoDB;MySQL,Express;Node.js,Angular;Angular.js;Express;Node.js;Svelte;Vue.js,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,,DigitalOcean,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, mobile;Designer",European Euro,EUR,60000.0,Yearly,63986.0,5,2,macOS,Cloud Firestore;MongoDB;Redis,Cloud Firestore;MongoDB,Express;Next.js;Node.js;React.js;Svelte;Vue.js,Express;Next.js;Node.js;React.js,Dart;Go;HTML/CSS;Kotlin;Python;Swift;TypeScript,HTML/CSS;JavaScript;Swift;TypeScript,Firebase;Google Cloud;Heroku,Firebase;Google Cloud;Heroku,2022
18-24 years old,Man,Straight / Heterosexual,Indian;Asian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,India,"Student, part-time",,,,,,,2,,Linux-based;Windows,MongoDB,MongoDB,Django;Express;Gatsby;Next.js;Node.js;Nuxt.js;React.js;Ruby on Rails,Express;jQuery,JavaScript,JavaScript,AWS;DigitalOcean;Heroku,AWS;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, embedded applications or devices",European Euro,EUR,58000.0,Yearly,61853.0,15,5,Windows;Windows Subsystem for Linux (WSL),PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Flask;Gatsby;React.js,Flask;Gatsby;jQuery;Node.js;React.js,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,India,"Employed, full-time","Developer, front-end",Indian rupee,INR,240000.0,Yearly,3095.0,8,4,Windows,,Microsoft SQL Server,,Angular;ASP.NET,,C#;HTML/CSS;JavaScript;SQL;TypeScript,,,2022
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,India,"Employed, full-time","Developer, front-end",Indian rupee,INR,2000000.0,Yearly,25794.0,5,Less than 1 year,macOS,Cassandra;MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL,Deno;FastAPI;Next.js;Node.js;React.js;Svelte,Express;Node.js;React.js,Dart;Go;Rust;SQL;TypeScript,Go;HTML/CSS;JavaScript;TypeScript,AWS;DigitalOcean,AWS,2022
35-44 years old,Prefer not to say,Prefer not to say,Prefer not to say,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",Germany,"Employed, full-time",Other (please specify):;Data or business analyst,European Euro,EUR,,Monthly,,10,2,Windows,PostgreSQL;SQLite,PostgreSQL;SQLite,,,Python;R;SQL,Python;R;SQL;VBA,,,2022
45-54 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",UK,"Employed, full-time",Cloud infrastructure engineer,Pound sterling,GBP,370000.0,Monthly,5578392.0,36,27,Windows,,,ASP.NET Core ,ASP.NET Core ,Bash/Shell;C#;Java,Bash/Shell;C#;Java,Google Cloud,Google Cloud,2022
18-24 years old,Man,Straight / Heterosexual,Indian,Some college/university study without earning a degree,,India,"Student, full-time",,,,,,,4,,Windows,,,Flask;Node.js;React.js;Svelte,Flask;Node.js,C++;HTML/CSS;JavaScript;Python;SQL,Assembly;C++;HTML/CSS;Java;JavaScript;Python,,,2022
25-34 years old,Man,Straight / Heterosexual,African;Black,Some college/university study without earning a degree,"1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, back-end",Canadian dollar,CAD,124000.0,Yearly,96824.0,13,5,Windows,SQLite,DynamoDB;MySQL;SQLite,ASP.NET Core ;Node.js;React.js,ASP.NET Core ;Node.js;React.js;Vue.js,C#;HTML/CSS;Rust;TypeScript,C#;C++;HTML/CSS;Python;TypeScript,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,Germany,"Employed, full-time","Developer, desktop or enterprise applications",European Euro,EUR,75000.0,Yearly,79983.0,20,8,Linux-based,,,,,Go;Rust,C++,,,2022
45-54 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",India,"Employed, full-time","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager",Indian rupee,INR,150000.0,Monthly,23220.0,23,19,,,Cassandra,,Angular,Kotlin,Groovy;Java;JavaScript;TypeScript,,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,India,"Employed, full-time","Developer, front-end",Indian rupee,INR,2000000.0,Yearly,25794.0,5,3,macOS,MongoDB;PostgreSQL,MongoDB;MySQL,Express;Next.js;Node.js;React.js,Express;Next.js;Node.js;React.js,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript,Heroku;Linode,Heroku,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, mobile",Indian rupee,INR,,,,16,14,macOS,Cloud Firestore;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,Cloud Firestore;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,Django;Express;Flask;Next.js;React.js;Svelte,Express;Flask;Next.js;React.js,HTML/CSS;JavaScript;Objective-C;Python;Rust;Solidity;Swift;TypeScript,HTML/CSS;JavaScript;Objective-C;PHP;Python;Swift,AWS;DigitalOcean;Google Cloud;Microsoft Azure,AWS;DigitalOcean,2022
25-34 years old,Man,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Employed, full-time","Developer, full-stack",Indian rupee,INR,,,,14,10,Linux-based;Windows,MongoDB,Oracle,Django;Node.js;React.js,Angular;React.js,Python,HTML/CSS;Java;JavaScript,,,2022
18-24 years old,Man,Straight / Heterosexual,White;North American,Some college/university study without earning a degree,,USA,"Student, full-time;Employed, part-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student;Database administrator",,,,,,12,,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),MongoDB,MongoDB,Express;Flask;Node.js,Node.js,Bash/Shell;HTML/CSS;JavaScript;Python;R;Ruby,Bash/Shell;HTML/CSS;JavaScript;R,,,2022
35-44 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications",European Euro,EUR,,,,23,16,Windows,PostgreSQL;Firebase Realtime Database,IBM DB2;Microsoft SQL Server;Oracle;SQLite,,jQuery,C#;C++;Kotlin;Rust;SQL;Swift,Bash/Shell;C#;C++;JavaScript;PowerShell;Rust;SQL,,,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, back-end",Pound sterling,GBP,,,,10,2,macOS,,,,React.js,Rust,C++;Haskell;Rust,,,2022
18-24 years old,Man,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",Indian rupee,INR,,,,5,1,Linux-based;Windows Subsystem for Linux (WSL),MongoDB;PostgreSQL,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Express;Next.js;Node.js,Express;Node.js;React.js,HTML/CSS;JavaScript;Rust;SQL,HTML/CSS;JavaScript;Rust;Solidity;SQL,AWS,AWS,2022
Under 18 years old,"Or, in your own words:",,Indian;Asian,Primary/elementary school,,India,"Not employed, and not looking for work",,,,,,,3,,Windows,Cloud Firestore;PostgreSQL;Firebase Realtime Database;SQLite,PostgreSQL;SQLite,Express;Next.js;Node.js;React.js,Express;Next.js;Node.js;React.js;Svelte,C++;Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,C++;Dart;HTML/CSS;JavaScript;SQL;TypeScript,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,Heroku,2022
25-34 years old,Man,Prefer not to say,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,India,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, mobile",Indian rupee,INR,,Monthly,,11,7,macOS,Firebase Realtime Database;SQLite,Firebase Realtime Database;SQLite,,,Objective-C;Swift,Objective-C;Swift,Firebase;Microsoft Azure,Firebase;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, desktop or enterprise applications;Database administrator;DevOps specialist",European Euro,EUR,65000.0,Yearly,69318.0,16,8,Windows,Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;Redis,Oracle,,,C#;Dart;PowerShell;Python;SQL;TypeScript,C#;PowerShell;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,20 to 99 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,185000.0,Yearly,185000.0,5,4,macOS,PostgreSQL;Redis;SQLite,PostgreSQL;Redis,Deno;Fastify;React.js;Svelte,Django;Fastify;Next.js;Node.js;React.js,Bash/Shell;Go;HTML/CSS;JavaScript;Lua;Rust;TypeScript,Bash/Shell;HTML/CSS;Lua;Python;TypeScript,,,2022
18-24 years old,Man,Bisexual,White;European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time",,,,,,,7,,Linux-based;Windows;Windows Subsystem for Linux (WSL),MariaDB;MongoDB;PostgreSQL,MariaDB;SQLite,,,C#;Java;Kotlin;PHP;Scala;SQL,C#;Java;Kotlin;PHP;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,European,Some college/university study without earning a degree,,Germany,"Student, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack;Developer, back-end;Student",,,,,,3,,Windows;Windows Subsystem for Linux (WSL),,MariaDB;MySQL;PostgreSQL,,Flask;jQuery;Node.js;Vue.js,Solidity,Bash/Shell;C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,,DigitalOcean;Firebase;VMware,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Engineer, site reliability;Cloud infrastructure engineer",European Euro,EUR,79200.0,Yearly,84462.0,20,6,Linux-based,PostgreSQL;Redis,PostgreSQL;Redis,,,Bash/Shell;Go;HTML/CSS,Bash/Shell;Go;HTML/CSS,AWS,AWS,2022
55-64 years old,Man,Gay or Lesbian,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,200000.0,Yearly,200000.0,44,40,Linux-based;macOS,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL,Express;Node.js;React.js,Express;Node.js;React.js,Bash/Shell;HTML/CSS;JavaScript;SQL,Bash/Shell;HTML/CSS;JavaScript;SQL,AWS;Google Cloud,AWS;Google Cloud,2022
35-44 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Project manager",Indian rupee,INR,200000.0,Monthly,30948.0,Less than 1 year,18,Windows,MySQL;SQLite,MariaDB;MySQL;SQLite,Angular.js;React.js;Vue.js,Angular.js;jQuery,C#;HTML/CSS;JavaScript;Python;SQL,C#;HTML/CSS;Java;JavaScript;PHP;SQL,DigitalOcean;Microsoft Azure,AWS;DigitalOcean,2022
35-44 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,5500.0,Monthly,70380.0,25,21,Windows,Microsoft SQL Server,Microsoft SQL Server,ASP.NET;ASP.NET Core ;Blazor;jQuery,ASP.NET;jQuery,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft Azure,Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,White,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,USA,"Independent contractor, freelancer, or self-employed","Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Developer, embedded applications or devices;Developer, game or graphics;Data or business analyst;System administrator;Blockchain",,,,,,4,,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;Oracle;Firebase Realtime Database,Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;IBM DB2;Microsoft SQL Server;Oracle;Firebase Realtime Database,Django;Drupal;FastAPI;jQuery;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;Ruby on Rails,Django;Express;FastAPI;jQuery;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;Ruby on Rails,APL;Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;Swift,APL;Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;Swift,AWS;Google Cloud;Linode;Microsoft Azure;Oracle Cloud Infrastructure;OpenStack,Google Cloud;Linode;Microsoft Azure;Oracle Cloud Infrastructure;OpenStack,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,India,"Employed, full-time","Engineer, data;Developer, full-stack;Developer, back-end",Indian rupee,INR,4000000.0,Yearly,51589.0,16,9,Linux-based;Windows,Cassandra;Cloud Firestore;DynamoDB;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,MySQL,ASP.NET Core ;Express;FastAPI;Flask;Node.js;React.js;Svelte;Vue.js,Angular.js,C#;Go;Java;Kotlin;Python;Rust;SQL;TypeScript,Java;JavaScript;Kotlin;Python;SQL;TypeScript,AWS;DigitalOcean;Google Cloud;Microsoft Azure,AWS;Google Cloud;Microsoft Azure,2022
Under 18 years old,Man,Straight / Heterosexual,Indian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,India,"Not employed, and not looking for work",,,,,,,6,,,MySQL,MySQL,,Flask,C++;HTML/CSS;JavaScript;Python;SQL,Python;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time",Academic researcher;Scientist,European Euro,EUR,,Monthly,,10,6,Linux-based,,,,,C++;R,Fortran;Python,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,67000.0,Yearly,71451.0,9,7,Linux-based;Windows;Windows Subsystem for Linux (WSL),Elasticsearch;MongoDB;PostgreSQL,Elasticsearch;PostgreSQL,Angular,Angular,Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,,,2022
18-24 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,,USA,"Not employed, but looking for work",Student,,,,,,10,,Windows;Windows Subsystem for Linux (WSL),SQLite,SQLite,React.js,Node.js;React.js,Assembly;C#;F#;Java;Rust;TypeScript,Assembly;Bash/Shell;C;C#;C++;F#;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;Rust;TypeScript,Microsoft Azure,AWS;Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,Indian;North American;Asian;Biracial,Some college/university study without earning a degree,2 to 9 employees,India,"Independent contractor, freelancer, or self-employed","Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Other (please specify):;System administrator;Security professional",United States dollar,USD,,,,3,Less than 1 year,macOS,MongoDB;MySQL;SQLite,MongoDB,Django;Flask;jQuery;Node.js,Django;Flask;jQuery;Node.js,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;Rust;Swift,Assembly;Bash/Shell;C;HTML/CSS;JavaScript;Python;Rust,AWS;Google Cloud;Microsoft Azure;VMware,AWS;Google Cloud;VMware,2022
18-24 years old,Man,Straight / Heterosexual,White;European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time;Employed, part-time",Student,,,,,,4,,Linux-based;Windows,MongoDB;PostgreSQL;SQLite,MongoDB,Angular;Express;Node.js;React.js;Vue.js,Express;Node.js,HTML/CSS;Java;JavaScript;SQL;TypeScript,Dart;HTML/CSS;Java;JavaScript;SQL,AWS;Microsoft Azure,Heroku,2022
35-44 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, full-stack;Developer, back-end",Pound sterling,GBP,75000.0,Yearly,94230.0,36,18,macOS;Windows,Microsoft SQL Server;PostgreSQL,PostgreSQL,ASP.NET Core ;Blazor,ASP.NET Core ;Blazor,C;C#;C++;Java;JavaScript,C;C#,,,2022
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,India,"Employed, full-time","Developer, front-end;Developer, mobile",Indian rupee,INR,,,,2,1,Linux-based,Cloud Firestore;SQLite,Cloud Firestore;SQLite,,ASP.NET;ASP.NET Core ;FastAPI,Dart;Java;Kotlin;Python;SQL;Swift,C;C++;Dart;Java;Kotlin;PHP;SQL,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure,Firebase;Google Cloud;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, full-stack",European Euro,EUR,4900.0,Monthly,62712.0,15,4,Linux-based,Elasticsearch;PostgreSQL;SQLite,Elasticsearch;MongoDB;PostgreSQL,Express;React.js,React.js,Go;HTML/CSS;JavaScript;Kotlin;Python;TypeScript,HTML/CSS;JavaScript;Kotlin;Python;TypeScript,AWS,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Student, full-time;Employed, part-time","Developer, full-stack;Student",,,,,,8,,Windows;Windows Subsystem for Linux (WSL),MongoDB;PostgreSQL;Redis,Cloud Firestore;MongoDB;SQLite,Blazor;Express;Next.js;Node.js;React.js,Django;Express;Next.js;Node.js;React.js,Bash/Shell;Go;Java;Kotlin;Python;Rust;TypeScript,Assembly;Bash/Shell;C;Go;Java;JavaScript;Lua;Python;Solidity;TypeScript,AWS;Google Cloud;Managed Hosting;Microsoft Azure,Firebase;Google Cloud;Heroku;Managed Hosting,2022
55-64 years old,Man,Straight / Heterosexual,European,Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",Germany,"Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",European Euro,EUR,11000.0,Monthly,140772.0,47,44,Windows,IBM DB2;Microsoft SQL Server;MongoDB,IBM DB2;MariaDB;Microsoft SQL Server;MongoDB,ASP.NET;ASP.NET Core ;jQuery,ASP.NET;ASP.NET Core ;jQuery,Bash/Shell;C#;HTML/CSS;Java;JavaScript;SQL,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;SQL,AWS;Heroku,IBM Cloud or Watson,2022
